event_title,category,department,target_year,capacity,location,month,day_of_week,hour,event_tags,title_length,title_word_count,num_tags,is_weekend,time_of_day,is_workshop,dept_popularity,feature_version,success_rate
Physics Practical,Academic,Science,1,50,Seminar Room,10,1,14,"physics, practical",17,2,2,0,afternoon,0,0.15675675675675677,v1.1,68
Weightlifting Training,Sports,Civil,1,70,Open Ground,11,2,10,"weightlifting, training",22,2,2,0,morning,0,0.1045045045045045,v1.1,78
Business Etiquette,Professional,Management,1,80,Seminar Room,8,1,10,"etiquette, business",18,2,2,0,morning,0,0.34684684684684686,v1.1,79
Quantum Mechanics Seminar,Academic,Science,4,80,Seminar Room,12,3,11,"quantum, mechanics",25,3,2,0,morning,0,0.15675675675675677,v1.1,77
Table Tennis Coaching,Sports,Mechanical,1,50,Main Hall,9,5,15,"table tennis, coaching",21,3,2,1,afternoon,0,0.08468468468468468,v1.1,75
Digital Marketing Workshop,Professional,Management,3,100,Virtual,10,5,9,"digital marketing, marketing",26,3,2,1,morning,1,0.34684684684684686,v1.1,85
Ethical Ai Development,Technology,Computer,4,110,Virtual,11,0,10,"ai, ethics",22,3,2,0,morning,0,0.1918918918918919,v1.1,88
Traditional Games Day,Sports,All,1,200,Open Ground,10,1,13,"traditional games, sports",21,3,2,0,afternoon,0,0.007207207207207207,v1.1,85
Advanced Physics,Academic,Science,2,65,Seminar Room,9,4,11,"physics, advanced",16,2,2,0,morning,0,0.15675675675675677,v1.1,73
Public Speaking Workshop,Professional,Management,1,90,Seminar Room,7,1,10,"public speaking, communication",24,3,2,0,morning,1,0.34684684684684686,v1.1,80
Iot Applications,Technology,Electrical,3,100,Seminar Room,10,2,10,"iot, applications",16,2,2,0,morning,0,0.0945945945945946,v1.1,86
Cultural Dance Workshop,Cultural,Management,1,120,Main Hall,8,4,17,"dance, cultural",23,3,2,0,evening,1,0.34684684684684686,v1.1,87
Chemistry Practical,Academic,Science,1,50,Seminar Room,9,3,14,"chemistry, practical",19,2,2,0,afternoon,0,0.15675675675675677,v1.1,69
Marathon Training,Sports,Civil,1,150,Open Ground,11,4,7,"marathon, training",17,2,2,0,morning,0,0.1045045045045045,v1.1,88
Time Management Strategies,Professional,Management,1,70,Seminar Room,12,6,10,"time management, productivity",26,3,2,1,morning,0,0.34684684684684686,v1.1,78
Game Development With Unity,Technology,Computer,3,100,Seminar Room,10,3,9,"game dev, unity",27,4,2,0,morning,0,0.1918918918918919,v1.1,89
Comedy Open Mic,Cultural,Management,1,100,Auditorium,9,6,19,"comedy, open mic",15,3,2,1,evening,0,0.34684684684684686,v1.1,82
Robotics Design Competition,Technology,Mechanical,4,130,Main Hall,11,5,13,"robotics, competition",27,3,2,1,afternoon,0,0.08468468468468468,v1.1,90
Data Structures & Algorithms,Academic,Computer,2,110,Seminar Room,8,0,9,"data structures, algorithms",28,4,2,0,morning,0,0.1918918918918919,v1.1,88
Volleyball Training,Sports,Electrical,1,80,Open Ground,7,6,15,"volleyball, training",19,2,2,1,afternoon,0,0.0945945945945946,v1.1,75
Mock Interview Workshop,Professional,Management,1,75,Virtual,10,4,10,"interview, mock",23,3,2,0,morning,1,0.34684684684684686,v1.1,85
Cyber Warfare Seminar,Technology,Computer,4,120,Virtual,12,0,11,"cyber, warfare",21,3,2,0,morning,0,0.1918918918918919,v1.1,87
Cultural Quiz,Cultural,Science,1,90,Seminar Room,11,0,14,"culture, quiz",13,2,2,0,afternoon,0,0.15675675675675677,v1.1,76
Research Proposal Writing,Academic,Science,3,80,Seminar Room,9,0,10,"research, proposal",25,3,2,0,morning,0,0.15675675675675677,v1.1,77
Basketball Skills Camp,Sports,Civil,1,100,Open Ground,8,3,16,"basketball, skills",22,3,2,0,afternoon,0,0.1045045045045045,v1.1,80
Leadership Development,Professional,Management,1,100,Seminar Room,10,0,9,"leadership, development",22,2,2,0,morning,0,0.34684684684684686,v1.1,84
Ar/Vr Hackathon,Technology,Computer,1,150,Main Hall,11,1,9,"ar, vr",15,2,2,0,morning,0,0.1918918918918919,v1.1,90
Inter-Department Sports,Sports,All,1,300,Open Ground,11,2,9,"sports, inter department",23,2,2,0,morning,0,0.007207207207207207,v1.1,93
Advanced Robotics,Academic,Mechanical,4,90,Seminar Room,10,5,10,"robotics, advanced",17,2,2,1,morning,0,0.08468468468468468,v1.1,81
Financial Literacy,Professional,Management,1,110,Seminar Room,9,3,10,"finance, literacy",18,2,2,0,morning,0,0.34684684684684686,v1.1,82
Web Development With React,Technology,Computer,3,100,Seminar Room,8,4,9,"react, web dev",26,4,2,0,morning,0,0.1918918918918919,v1.1,87
Traditional Music Workshop,Cultural,Management,1,80,Main Hall,9,3,17,"music, traditional",26,3,2,0,evening,1,0.34684684684684686,v1.1,79
Environmental Engineering,Academic,Civil,3,90,Seminar Room,11,4,11,"environmental, engineering",25,2,2,0,morning,0,0.1045045045045045,v1.1,76
Badminton Tournament Finals,Sports,Electrical,1,150,Open Ground,10,1,14,"badminton, finals",27,3,2,0,afternoon,0,0.0945945945945946,v1.1,91
Career Progression,Professional,Management,1,90,Virtual,12,4,10,"career, progression",18,2,2,0,morning,0,0.34684684684684686,v1.1,85
Ai In Robotics,Technology,Mechanical,4,120,Virtual,11,4,10,"ai, robotics",14,3,2,0,morning,0,0.08468468468468468,v1.1,89
Cultural Exchange Meet,Cultural,Management,1,250,Auditorium,10,2,18,"culture, exchange",22,3,2,0,evening,0,0.34684684684684686,v1.1,90
Thermodynamics Applications,Academic,Mechanical,3,85,Seminar Room,9,2,10,"thermodynamics, applications",27,2,2,0,morning,0,0.08468468468468468,v1.1,75
Cricket Tournament Finals,Sports,Electrical,1,200,Open Ground,12,0,9,"cricket, finals",25,3,2,0,morning,0,0.0945945945945946,v1.1,95
Personal Finance Basics,Professional,Management,1,90,Seminar Room,7,2,10,"finance, personal",23,3,2,0,morning,0,0.34684684684684686,v1.1,78
Data Science With Python,Technology,Computer,3,130,Seminar Room,9,5,9,"data science, python",24,4,2,1,morning,0,0.1918918918918919,v1.1,89
Freshers' Orientation,Professional,Management,1,300,Auditorium,7,2,10,"freshers, orientation",21,2,2,0,morning,0,0.34684684684684686,v1.1,92
Advanced Control Systems,Academic,Electrical,4,70,Seminar Room,10,0,11,"control systems, electrical",24,3,2,0,morning,0,0.0945945945945946,v1.1,76
Football Tournament Finals,Sports,Civil,1,200,Open Ground,12,0,14,"football, finals",26,3,2,0,afternoon,0,0.1045045045045045,v1.1,90
Time Management For Students,Professional,Management,1,80,Seminar Room,8,5,10,"time management, students",28,4,2,1,morning,0,0.34684684684684686,v1.1,77
Blockchain Development,Technology,Computer,4,110,Virtual,11,4,9,"blockchain, development",22,2,2,0,morning,0,0.1918918918918919,v1.1,88
Annual Cultural Fest,Cultural,Management,1,380,Open Ground,12,6,17,"cultural fest, annual",20,3,2,1,evening,0,0.34684684684684686,v1.1,98
Quantum Physics,Academic,Science,3,75,Seminar Room,10,3,14,"quantum, physics",15,2,2,0,afternoon,0,0.15675675675675677,v1.1,75
Athletics Championship,Sports,Civil,1,250,Open Ground,12,2,9,"athletics, championship",22,2,2,0,morning,0,0.1045045045045045,v1.1,93
Job Interview Prep,Professional,Management,1,100,Virtual,9,5,10,"interview, prep",18,3,2,1,morning,0,0.34684684684684686,v1.1,87
Ai In Finance,Technology,Computer,4,100,Virtual,12,6,11,"ai, finance",13,3,2,1,morning,0,0.1918918918918919,v1.1,86
Literary Club Meet,Cultural,Science,1,60,Seminar Room,11,5,15,"literature, club",18,3,2,1,afternoon,0,0.15675675675675677,v1.1,70
Aerospace Engineering Talk,Academic,Mechanical,4,100,Main Hall,10,1,10,"aerospace, engineering",26,3,2,0,morning,0,0.08468468468468468,v1.1,79
Basketball Tournament Finals,Sports,Civil,1,180,Open Ground,12,4,15,"basketball, finals",28,3,2,0,afternoon,0,0.1045045045045045,v1.1,91
Public Speaking Skills,Professional,Management,1,100,Seminar Room,8,6,10,"public speaking, skills",22,3,2,1,morning,0,0.34684684684684686,v1.1,81
Bollywood Dance Class,Cultural,Management,1,120,Main Hall,9,0,17,"bollywood, dance",21,3,2,0,evening,0,0.34684684684684686,v1.1,86
Advanced Mathematics,Academic,Science,3,80,Seminar Room,11,3,10,"maths, advanced",20,2,2,0,morning,0,0.15675675675675677,v1.1,78
Tennis Tournament Finals,Sports,Electrical,1,120,Open Ground,11,4,13,"tennis, finals",24,3,2,0,afternoon,0,0.0945945945945946,v1.1,89
Effective Resume Writing,Professional,Management,1,70,Virtual,7,3,10,"resume, writing",24,3,2,0,morning,0,0.34684684684684686,v1.1,77
Iot In Smart Cities,Technology,Electrical,4,90,Virtual,12,5,10,"iot, smart cities",19,4,2,1,morning,0,0.0945945945945946,v1.1,85
Cultural Day Celebrations,Cultural,Management,1,300,Open Ground,11,6,16,"culture, celebration",25,3,2,1,afternoon,0,0.34684684684684686,v1.1,94
Physics Olympiad Prep,Academic,Science,4,60,Seminar Room,12,1,9,"physics, olympiad",21,3,2,0,morning,0,0.15675675675675677,v1.1,74
Table Tennis Tournament Finals,Sports,Mechanical,1,80,Main Hall,11,2,14,"table tennis, finals",30,4,2,0,afternoon,0,0.08468468468468468,v1.1,87
Entrepreneurial Mindset,Professional,Management,1,100,Seminar Room,9,5,10,"entrepreneurship, mindset",23,2,2,1,morning,0,0.34684684684684686,v1.1,85
Machine Learning Applications,Technology,Computer,4,140,Main Hall,10,4,9,"ml, applications",29,3,2,0,morning,0,0.1918918918918919,v1.1,91
Drama Workshop,Cultural,Management,1,70,Auditorium,8,3,16,"drama, workshop",14,2,2,0,afternoon,1,0.34684684684684686,v1.1,75
Analog Electronics Design,Academic,Electrical,3,80,Seminar Room,9,6,10,"electronics, design",25,3,2,1,morning,0,0.0945945945945946,v1.1,77
Swimming Championship,Sports,Civil,1,120,Open Ground,9,3,10,"swimming, championship",21,2,2,0,morning,0,0.1045045045045045,v1.1,86
Personal Development Plan,Professional,Management,1,90,Seminar Room,10,6,11,"personal development, planning",25,3,2,1,morning,0,0.34684684684684686,v1.1,80
Deep Learning Applications,Technology,Computer,4,130,Virtual,11,2,10,"deep learning, applications",26,3,2,0,morning,0,0.1918918918918919,v1.1,90
Inter-College Debate,Academic,Science,1,100,Auditorium,10,4,10,"debate, inter college",20,2,2,0,morning,0,0.15675675675675677,v1.1,79
Marathon For Charity,Sports,Civil,1,250,Open Ground,12,6,8,"marathon, charity",20,3,2,1,morning,0,0.1045045045045045,v1.1,94
Career Mentoring Session,Professional,Management,1,80,Virtual,9,1,14,"mentoring, career",24,3,2,0,afternoon,0,0.34684684684684686,v1.1,86
Ai In Medicine,Technology,Computer,4,110,Virtual,12,1,10,"ai, medicine",14,3,2,0,morning,0,0.1918918918918919,v1.1,87
Cultural Singing Competition,Cultural,Management,1,200,Auditorium,9,0,17,"singing, cultural",28,3,2,0,evening,0,0.34684684684684686,v1.1,91
Numerical Methods In Engineering,Academic,Mechanical,3,75,Seminar Room,11,5,11,"numerical, engineering",32,4,2,1,morning,0,0.08468468468468468,v1.1,76
Squash Training,Sports,Mechanical,1,50,Open Ground,9,2,14,"squash, training",15,2,2,0,afternoon,0,0.08468468468468468,v1.1,78
Effective Teamwork,Professional,Management,1,100,Seminar Room,8,0,10,"teamwork, collaboration",18,2,2,0,morning,0,0.34684684684684686,v1.1,83
Blockchain For Finance,Technology,Computer,4,100,Virtual,10,6,11,"blockchain, finance",22,3,2,1,morning,0,0.1918918918918919,v1.1,87
Traditional Sports Day,Sports,All,1,250,Open Ground,11,2,9,"sports, traditional",22,3,2,0,morning,0,0.007207207207207207,v1.1,92
Physics Lecture Series,Academic,Science,1,150,Main Hall,9,0,10,"physics, lecture",22,3,2,0,morning,0,0.15675675675675677,v1.1,78
Yoga For Wellness,Sports,Science,1,70,Main Hall,7,5,7,"yoga, wellness",17,3,2,1,morning,0,0.15675675675675677,v1.1,72
Interview Coaching,Professional,Management,1,60,Virtual,12,3,15,"interview, coaching",18,2,2,0,afternoon,0,0.34684684684684686,v1.1,81
Ar/Vr For Beginners,Technology,Computer,2,90,Seminar Room,11,0,10,"ar, vr",19,3,2,0,morning,0,0.1918918918918919,v1.1,84
Poetry Reading,Cultural,Science,1,80,Seminar Room,12,3,16,"poetry, reading",14,2,2,0,afternoon,0,0.15675675675675677,v1.1,74
Advanced Databases,Academic,Computer,4,100,Seminar Room,10,6,9,"databases, advanced",18,2,2,1,morning,0,0.1918918918918919,v1.1,86
Cricket Skills Workshop,Sports,Electrical,1,80,Open Ground,8,2,15,"cricket, skills",23,3,2,0,afternoon,1,0.0945945945945946,v1.1,75
Career Planning Workshop,Professional,Management,1,90,Seminar Room,9,4,11,"career, planning",24,3,2,0,morning,1,0.34684684684684686,v1.1,84
Data Analytics In Business,Technology,Computer,4,130,Virtual,11,6,9,"data analytics, business",26,4,2,1,morning,0,0.1918918918918919,v1.1,89
Cultural Food Fair,Cultural,Management,1,300,Open Ground,10,0,17,"food, fair",18,3,2,0,evening,0,0.34684684684684686,v1.1,93
Chemistry Olympiad,Academic,Science,4,65,Seminar Room,12,1,9,"chemistry, olympiad",18,2,2,0,morning,0,0.15675675675675677,v1.1,73
Volleyball Championship,Sports,Electrical,1,100,Open Ground,11,1,14,"volleyball, championship",23,2,2,0,afternoon,0,0.0945945945945946,v1.1,89
Public Speaking Competition,Professional,Science,1,80,Auditorium,9,1,10,"public speaking, competition",27,3,2,0,morning,0,0.15675675675675677,v1.1,79
Ai For Social Good,Technology,Computer,4,100,Virtual,12,1,11,"ai, social good",18,4,2,0,morning,0,0.1918918918918919,v1.1,88
Traditional Dance Performance,Cultural,Management,1,250,Auditorium,11,6,18,"dance, traditional",29,3,2,1,evening,0,0.34684684684684686,v1.1,91
Differential Equations Applications,Academic,Science,4,80,Seminar Room,10,1,10,"differential equations, applications",35,3,2,0,morning,0,0.15675675675675677,v1.1,77
Basketball Training,Sports,Civil,1,90,Open Ground,7,2,16,"basketball, training",19,2,2,0,afternoon,0,0.1045045045045045,v1.1,70
Negotiation Skills Workshop,Professional,Management,1,70,Seminar Room,8,1,10,"negotiation, workshop",27,3,2,0,morning,1,0.34684684684684686,v1.1,76
Iot Security Workshop,Technology,Electrical,4,90,Seminar Room,10,3,9,"iot, security",21,3,2,0,morning,1,0.0945945945945946,v1.1,84
Cultural Singing Performance,Cultural,Management,1,200,Auditorium,9,4,18,"singing, performance",28,3,2,0,evening,0,0.34684684684684686,v1.1,90
Physics Concepts Review,Academic,Science,1,60,Seminar Room,9,6,11,"physics, review",23,3,2,1,morning,0,0.15675675675675677,v1.1,70
Athletics Meet Finals,Sports,Civil,1,300,Open Ground,12,2,9,"athletics, finals",21,3,2,0,morning,0,0.1045045045045045,v1.1,95
Job Readiness Program,Professional,Management,1,150,Main Hall,11,5,10,"job readiness, career",21,3,2,1,morning,0,0.34684684684684686,v1.1,90
Web Development Frameworks,Technology,Computer,3,110,Seminar Room,8,1,9,"web dev, frameworks",26,3,2,0,morning,0,0.1918918918918919,v1.1,88
Annual Drama Production,Cultural,Management,1,350,Auditorium,12,5,19,"drama, production",23,3,2,1,evening,0,0.34684684684684686,v1.1,96
Advanced Chemistry,Academic,Science,3,70,Seminar Room,11,4,14,"chemistry, advanced",18,2,2,0,afternoon,0,0.15675675675675677,v1.1,75
Football Skills Training,Sports,Civil,1,100,Open Ground,7,2,16,"football, skills",24,3,2,0,afternoon,0,0.1045045045045045,v1.1,72
Interview Strategies,Professional,Management,1,80,Virtual,10,4,10,"interview, strategies",20,2,2,0,morning,0,0.34684684684684686,v1.1,85
Ai In Robotics Workshop,Technology,Mechanical,4,100,Virtual,12,0,9,"ai, robotics",23,4,2,0,morning,1,0.08468468468468468,v1.1,89
Cultural Painting Competition,Cultural,Management,1,100,Main Hall,10,5,10,"painting, cultural",29,3,2,1,morning,0,0.34684684684684686,v1.1,82
Linear Algebra For Ml,Academic,Computer,4,90,Seminar Room,9,2,11,"linear algebra, ml",21,4,2,0,morning,0,0.1918918918918919,v1.1,85
Tennis Skills Workshop,Sports,Electrical,1,80,Open Ground,8,6,15,"tennis, skills",22,3,2,1,afternoon,1,0.0945945945945946,v1.1,75
Career Growth Strategies,Professional,Management,1,110,Seminar Room,9,1,11,"career, growth",24,3,2,0,morning,0,0.34684684684684686,v1.1,84
Deep Learning For Computer Vision,Technology,Computer,4,120,Virtual,11,3,9,"deep learning, computer vision",33,5,2,0,morning,0,0.1918918918918919,v1.1,90
Annual Literary Meet,Academic,Science,1,100,Auditorium,11,6,10,"literary, meet",20,3,2,1,morning,0,0.15675675675675677,v1.1,79
Marathon Preparation,Sports,Civil,1,150,Open Ground,11,4,7,"marathon, preparation",20,2,2,0,morning,0,0.1045045045045045,v1.1,89
Job Fair For Graduates,Professional,Management,4,250,Main Hall,12,3,10,"job fair, graduates",22,4,2,0,morning,0,0.34684684684684686,v1.1,92
Ai In Cybersecurity,Technology,Computer,4,130,Virtual,12,3,10,"ai, cybersecurity",19,3,2,0,morning,0,0.1918918918918919,v1.1,89
Cultural Talent Show,Cultural,Management,1,280,Auditorium,9,1,18,"talent show, cultural",20,3,2,0,evening,0,0.34684684684684686,v1.1,93
Aerodynamics In F1,Academic,Mechanical,4,90,Seminar Room,10,3,11,"aerodynamics, f1",18,3,2,0,morning,0,0.08468468468468468,v1.1,78
Badminton Championship Finals,Sports,Electrical,1,180,Open Ground,11,6,13,"badminton, championship",29,3,2,1,afternoon,0,0.0945945945945946,v1.1,90
Time Management For Professionals,Professional,Management,1,100,Seminar Room,8,4,10,"time management, professionals",33,4,2,0,morning,0,0.34684684684684686,v1.1,80
Iot Ecosystems,Technology,Electrical,4,100,Virtual,11,5,10,"iot, ecosystems",14,2,2,1,morning,0,0.0945945945945946,v1.1,87
Traditional Folk Music,Cultural,Science,1,100,Main Hall,10,2,17,"folk music, traditional",22,3,2,0,evening,0,0.15675675675675677,v1.1,77
Physics Research Showcase,Academic,Science,4,120,Main Hall,12,4,10,"physics, research",25,3,2,0,morning,0,0.15675675675675677,v1.1,80
Weightlifting Championship,Sports,Civil,1,100,Open Ground,11,1,10,"weightlifting, championship",26,2,2,0,morning,0,0.1045045045045045,v1.1,85
Business Communication Skills,Professional,Management,1,110,Seminar Room,9,0,11,"business communication, skills",29,3,2,0,morning,0,0.34684684684684686,v1.1,84
Quantum Computing For Developers,Technology,Computer,4,100,Virtual,12,5,10,"quantum, development",32,4,2,1,morning,0,0.1918918918918919,v1.1,86
Cultural Poetry Reading,Cultural,Science,1,70,Seminar Room,12,4,15,"poetry, cultural",23,3,2,0,afternoon,0,0.15675675675675677,v1.1,72
Advanced Machine Learning,Academic,Computer,4,120,Seminar Room,10,2,9,"ml, advanced",25,3,2,0,morning,0,0.1918918918918919,v1.1,90
Football Tournament,Sports,Civil,1,250,Open Ground,11,6,14,"football, tournament",19,2,2,1,afternoon,0,0.1045045045045045,v1.1,92
Startup Ecosystem Seminar,Professional,Management,1,180,Main Hall,10,2,10,"startup, ecosystem",25,3,2,0,morning,0,0.34684684684684686,v1.1,88
Ai In Robotics Ethics,Technology,Mechanical,4,90,Virtual,12,0,10,"ai, robotics",21,4,2,0,morning,0,0.08468468468468468,v1.1,85
Cultural Photography Competition,Cultural,Management,1,120,Main Hall,11,6,10,"photography, cultural",32,3,2,1,morning,0,0.34684684684684686,v1.1,80
Chemistry Research Projects,Academic,Science,4,80,Seminar Room,12,5,14,"chemistry, research",27,3,2,1,afternoon,0,0.15675675675675677,v1.1,76
Volleyball Tournament Finals,Sports,Electrical,1,150,Open Ground,12,6,14,"volleyball, finals",28,3,2,1,afternoon,0,0.0945945945945946,v1.1,90
Professional Networking Event,Professional,Management,1,200,Main Hall,9,3,17,"networking, professional",29,3,2,0,evening,0,0.34684684684684686,v1.1,91
Deep Learning For Nlp,Technology,Computer,4,110,Virtual,11,3,10,"deep learning, nlp",21,4,2,0,morning,0,0.1918918918918919,v1.1,89
Annual Science Exhibition,Academic,Science,1,200,Main Hall,12,2,9,"science, exhibition",25,3,2,0,morning,0,0.15675675675675677,v1.1,85
Basketball Tournament,Sports,Civil,1,200,Open Ground,11,5,13,"basketball, tournament",21,2,2,1,afternoon,0,0.1045045045045045,v1.1,91
Career Development Workshop,Professional,Management,1,100,Seminar Room,8,5,10,"career, workshop",27,3,2,1,morning,1,0.34684684684684686,v1.1,86
Ai In Business Strategy,Technology,Computer,4,120,Virtual,12,4,9,"ai, business",23,4,2,0,morning,0,0.1918918918918919,v1.1,87
Cultural Drama Competition,Cultural,Management,1,180,Auditorium,10,5,17,"drama, competition",26,3,2,1,evening,0,0.34684684684684686,v1.1,88
Thermodynamics Advanced Applications,Academic,Mechanical,4,70,Seminar Room,10,0,11,"thermodynamics, applications",36,3,2,0,morning,0,0.08468468468468468,v1.1,77
Table Tennis Tournament,Sports,Mechanical,1,100,Main Hall,11,0,14,"table tennis, tournament",23,3,2,0,afternoon,0,0.08468468468468468,v1.1,88
Resume & Cover Letter Workshop,Professional,Management,1,80,Virtual,9,2,10,"resume, cover letter",30,5,2,0,morning,1,0.34684684684684686,v1.1,80
Iot Solutions For Industry,Technology,Electrical,4,100,Virtual,12,1,10,"iot, industry",26,4,2,0,morning,0,0.0945945945945946,v1.1,86
Traditional Dance Workshop,Cultural,Management,1,90,Main Hall,9,4,16,"dance, traditional",26,3,2,0,afternoon,1,0.34684684684684686,v1.1,80
Physics Electives Overview,Academic,Science,3,70,Seminar Room,11,3,10,"physics, electives",26,3,2,0,morning,0,0.15675675675675677,v1.1,74
Swimming Race,Sports,Civil,1,100,Open Ground,9,4,10,"swimming, race",13,2,2,0,morning,0,0.1045045045045045,v1.1,85
Leadership And Innovation,Professional,Management,1,120,Seminar Room,10,6,9,"leadership, innovation",25,3,2,1,morning,0,0.34684684684684686,v1.1,87
Ai And Ethics,Technology,Computer,4,110,Virtual,12,2,11,"ai, ethics",13,3,2,0,morning,0,0.1918918918918919,v1.1,88
Cultural Arts Festival,Cultural,Management,1,300,Auditorium,12,6,17,"arts, festival",22,3,2,1,evening,0,0.34684684684684686,v1.1,94
Advanced Engineering Mathematics,Academic,Mechanical,4,85,Seminar Room,11,2,10,"engineering maths, advanced",32,3,2,0,morning,0,0.08468468468468468,v1.1,79
Tennis Championship,Sports,Electrical,1,150,Open Ground,12,1,13,"tennis, championship",19,2,2,0,afternoon,0,0.0945945945945946,v1.1,90
Professional Etiquette,Professional,Management,1,90,Seminar Room,8,2,10,"etiquette, professional",22,2,2,0,morning,0,0.34684684684684686,v1.1,82
Blockchain For Data Security,Technology,Computer,4,100,Virtual,11,1,10,"blockchain, data security",28,4,2,0,morning,0,0.1918918918918919,v1.1,87
Annual Alumni Meet,Professional,Management,1,350,Main Hall,12,5,18,"alumni, networking",18,3,2,1,evening,0,0.34684684684684686,v1.1,95
Chemistry Olympiad Prep,Academic,Science,4,60,Seminar Room,12,5,9,"chemistry, olympiad",23,3,2,1,morning,0,0.15675675675675677,v1.1,73
Athletics Fun Run,Sports,Civil,1,200,Open Ground,11,4,8,"athletics, fun run",17,3,2,0,morning,0,0.1045045045045045,v1.1,89
Career Transition Workshop,Professional,Management,1,70,Virtual,10,1,10,"career, transition",26,3,2,0,morning,1,0.34684684684684686,v1.1,78
Ai In Education,Technology,Computer,4,100,Virtual,12,4,10,"ai, education",15,3,2,0,morning,0,0.1918918918918919,v1.1,86
Cultural Storytelling Festival,Cultural,Science,1,100,Auditorium,10,5,16,"storytelling, cultural",30,3,2,1,afternoon,0,0.15675675675675677,v1.1,79
Linear Algebra Review,Academic,Computer,3,75,Seminar Room,9,5,14,"linear algebra, review",21,3,2,1,afternoon,0,0.1918918918918919,v1.1,76
Swimming Techniques Workshop,Sports,Civil,1,50,Open Ground,8,6,10,"swimming, techniques",28,3,2,1,morning,1,0.1045045045045045,v1.1,75
Leadership Coaching,Professional,Management,1,80,Seminar Room,11,6,9,"leadership, coaching",19,2,2,1,morning,0,0.34684684684684686,v1.1,85
Deep Learning For Healthcare,Technology,Computer,4,120,Virtual,12,3,10,"deep learning, healthcare",28,4,2,0,morning,0,0.1918918918918919,v1.1,90
Annual Academic Conference,Academic,All,1,250,Main Hall,12,5,9,"academic, conference",26,3,2,1,morning,0,0.007207207207207207,v1.1,91
Football Marathon,Sports,Civil,1,150,Open Ground,11,5,14,"football, marathon",17,2,2,1,afternoon,0,0.1045045045045045,v1.1,89
Startup Mentorship Program,Professional,Management,1,100,Virtual,9,6,11,"startup, mentorship",26,3,2,1,morning,0,0.34684684684684686,v1.1,87
Ai In Retail,Technology,Computer,4,110,Virtual,12,0,10,"ai, retail",12,3,2,0,morning,0,0.1918918918918919,v1.1,87
Cultural Music Festival,Cultural,Management,1,300,Auditorium,11,4,18,"music, festival",23,3,2,0,evening,0,0.34684684684684686,v1.1,93
Advanced Physics Concepts,Academic,Science,3,70,Seminar Room,10,2,11,"physics, advanced",25,3,2,0,morning,0,0.15675675675675677,v1.1,75
Basketball Skills Workshop,Sports,Civil,1,80,Open Ground,7,5,15,"basketball, skills",26,3,2,1,afternoon,1,0.1045045045045045,v1.1,75
Professional Development Seminars,Professional,Management,1,150,Main Hall,10,3,10,"professional development, seminars",33,3,2,0,morning,0,0.34684684684684686,v1.1,88
Iot Security Best Practices,Technology,Electrical,4,90,Virtual,12,3,10,"iot, security",27,4,2,0,morning,0,0.0945945945945946,v1.1,86
Traditional Dance Gala,Cultural,Management,1,200,Auditorium,10,3,18,"dance, traditional",22,3,2,0,evening,0,0.34684684684684686,v1.1,90
Chemistry Quiz Competition,Academic,Science,2,70,Seminar Room,9,6,14,"chemistry, quiz",26,3,2,1,afternoon,0,0.15675675675675677,v1.1,72
Table Tennis Coaching Clinic,Sports,Mechanical,1,60,Main Hall,9,5,15,"table tennis, coaching",28,4,2,1,afternoon,0,0.08468468468468468,v1.1,79
Career Networking Tips,Professional,Management,1,90,Virtual,11,0,11,"networking, career",22,3,2,0,morning,0,0.34684684684684686,v1.1,85
Deep Learning With Tensorflow,Technology,Computer,4,130,Virtual,11,4,9,"deep learning, tensorflow",29,4,2,0,morning,0,0.1918918918918919,v1.1,91
Annual Cultural Day,Cultural,Management,1,350,Open Ground,12,6,17,"cultural day, annual",19,3,2,1,evening,0,0.34684684684684686,v1.1,97
Aerodynamics Workshop,Academic,Mechanical,3,80,Seminar Room,11,1,10,"aerodynamics, workshop",21,2,2,0,morning,1,0.08468468468468468,v1.1,77
Badminton Mixed Doubles,Sports,Electrical,1,100,Open Ground,10,0,13,"badminton, mixed doubles",23,3,2,0,afternoon,0,0.0945945945945946,v1.1,87
Time Management Workshop,Professional,Management,1,100,Seminar Room,7,5,10,"time management, workshop",24,3,2,1,morning,1,0.34684684684684686,v1.1,79
Iot For Smart Homes,Technology,Electrical,3,100,Virtual,10,1,9,"iot, smart homes",19,4,2,0,morning,0,0.0945945945945946,v1.1,85
Cultural Street Art Festival,Cultural,Management,1,250,Open Ground,11,3,16,"street art, cultural",28,4,2,0,afternoon,0,0.34684684684684686,v1.1,88
Physics Olympiad Training,Academic,Science,4,55,Seminar Room,12,6,9,"physics, olympiad",25,3,2,1,morning,0,0.15675675675675677,v1.1,72
Weightlifting Basics,Sports,Civil,1,70,Open Ground,11,6,10,"weightlifting, basics",20,2,2,1,morning,0,0.1045045045045045,v1.1,79
Business Ethics Seminar,Professional,Management,1,100,Seminar Room,8,5,10,"business ethics, ethics",23,3,2,1,morning,0,0.34684684684684686,v1.1,81
Quantum Computing Research,Academic,Science,4,90,Virtual,12,1,11,"quantum, research",26,3,2,0,morning,0,0.15675675675675677,v1.1,78
Table Tennis Exhibition Match,Sports,Mechanical,1,70,Main Hall,10,1,14,"table tennis, exhibition",29,4,2,0,afternoon,0,0.08468468468468468,v1.1,85
